,age,height,weight,duration,heart_rate,body_temp,calorie,female,male,Height_meters,calculated_IMC
10989,61,167.0,70.0,9.0,86.0,39.9,38.0,0,1,1.67,25.099501595611173
10990,64,177.0,81.0,23.0,112.0,40.9,197.0,0,1,1.77,25.854639471416256
10991,21,158.0,59.0,7.0,85.0,39.5,26.0,1,0,1.58,23.634033007530842
10992,26,187.0,91.0,7.0,92.0,39.5,27.0,0,1,1.87,26.023048986244955
10993,70,177.0,79.0,24.0,110.0,40.7,204.0,0,1,1.77,25.2162533116282
10994,52,205.0,103.0,14.0,105.0,40.5,104.0,0,1,2.05,24.50922070196312
10995,69,171.0,73.0,15.0,102.0,40.4,94.0,1,0,1.71,24.96494647925858
10996,70,202.0,102.0,19.0,106.0,40.6,159.0,0,1,2.02,24.997549259876482
10997,25,172.0,66.0,5.0,88.0,39.4,20.0,1,0,1.72,22.30935640886966
10998,75,167.0,70.0,6.0,84.0,39.4,27.0,1,0,1.67,25.099501595611173
10999,48,142.0,48.0,11.0,95.0,40.1,60.0,1,0,1.42,23.804800634794685
11000,26,197.0,97.0,17.0,86.0,40.6,54.0,0,1,1.97,24.994202375737586
11001,31,190.0,90.0,23.0,112.0,40.6,165.0,0,1,1.9,24.930747922437675
11002,25,171.0,69.0,12.0,92.0,39.9,53.0,1,0,1.71,23.59700420642249
11003,31,152.0,57.0,17.0,102.0,40.3,98.0,1,0,1.52,24.67105263157895
11004,23,178.0,70.0,20.0,101.0,40.6,107.0,1,0,1.78,22.093170054286073
11005,25,203.0,105.0,29.0,112.0,40.8,209.0,0,1,2.03,25.479870901987436
11006,79,156.0,55.0,16.0,89.0,40.4,84.0,1,0,1.56,22.600262984878366
11007,32,177.0,75.0,8.0,101.0,39.2,42.0,0,1,1.77,23.93948099205209
11008,37,189.0,77.0,13.0,99.0,39.8,69.0,1,0,1.89,21.55594748187341
11009,26,147.0,51.0,19.0,96.0,40.3,98.0,1,0,1.47,23.601277245592115
11010,27,155.0,52.0,18.0,98.0,40.2,97.0,1,0,1.55,21.64412070759625
11011,52,161.0,61.0,20.0,97.0,40.2,111.0,1,0,1.61,23.533042706685695
11012,23,197.0,101.0,19.0,97.0,40.6,90.0,0,1,1.97,26.02489113349996
11013,72,168.0,66.0,26.0,102.0,40.7,166.0,1,0,1.68,23.384353741496604
11014,44,185.0,85.0,26.0,103.0,40.7,164.0,0,1,1.85,24.835646457268076
11015,52,169.0,67.0,18.0,96.0,40.1,97.0,1,0,1.69,23.458562375266975
11016,71,166.0,71.0,16.0,90.0,40.3,80.0,1,0,1.66,25.76571345623458
11017,52,175.0,66.0,3.0,83.0,38.7,12.0,1,0,1.75,21.551020408163264
11018,23,179.0,80.0,15.0,95.0,39.9,69.0,1,0,1.79,24.968009737523797
11019,72,180.0,86.0,27.0,117.0,41.2,265.0,0,1,1.8,26.54320987654321
11020,35,143.0,50.0,11.0,89.0,39.8,50.0,1,0,1.43,24.451073402122358
11021,72,150.0,55.0,17.0,100.0,40.3,108.0,1,0,1.5,24.444444444444443
11022,25,166.0,68.0,23.0,106.0,40.5,126.0,0,1,1.66,24.677021338365513
11023,48,165.0,60.0,28.0,110.0,40.7,193.0,1,0,1.65,22.03856749311295
11024,48,187.0,94.0,19.0,95.0,40.3,105.0,0,1,1.87,26.88095170007721
11025,41,171.0,69.0,21.0,105.0,40.1,129.0,1,0,1.71,23.59700420642249
11026,71,183.0,83.0,10.0,89.0,39.9,55.0,0,1,1.83,24.78425751739377
11027,42,180.0,76.0,29.0,119.0,40.9,219.0,1,0,1.8,23.456790123456788
11028,79,195.0,105.0,20.0,98.0,40.7,154.0,0,1,1.95,27.613412228796847
11029,29,179.0,84.0,28.0,111.0,40.8,190.0,0,1,1.79,26.216410224399986
11030,27,200.0,96.0,22.0,107.0,40.3,139.0,0,1,2.0,24.0
11031,42,175.0,69.0,5.0,83.0,39.3,19.0,1,0,1.75,22.53061224489796
11032,42,177.0,76.0,5.0,89.0,38.9,20.0,0,1,1.77,24.258674071946118
11033,30,176.0,75.0,12.0,85.0,39.7,45.0,1,0,1.76,24.212293388429753
11034,70,177.0,77.0,9.0,89.0,39.6,48.0,0,1,1.77,24.577867151840145
11035,49,179.0,86.0,18.0,100.0,40.6,110.0,0,1,1.79,26.840610467838083
11036,39,166.0,63.0,26.0,104.0,40.8,158.0,1,0,1.66,22.8625344752504
11037,29,179.0,71.0,20.0,99.0,40.6,105.0,1,0,1.79,22.15910864205237
11038,31,195.0,92.0,17.0,98.0,40.2,87.0,0,1,1.95,24.194608809993426
11039,28,197.0,98.0,13.0,94.0,40.6,58.0,0,1,1.97,25.25187456517818
11040,46,167.0,62.0,5.0,80.0,39.3,18.0,1,0,1.67,22.230987127541326
11041,34,181.0,73.0,18.0,101.0,40.1,99.0,1,0,1.81,22.282592106468055
11042,50,175.0,78.0,19.0,96.0,39.9,99.0,1,0,1.75,25.46938775510204
11043,23,168.0,63.0,25.0,101.0,40.6,137.0,1,0,1.68,22.321428571428577
11044,70,155.0,60.0,13.0,95.0,40.1,74.0,1,0,1.55,24.97398543184183
11045,45,155.0,56.0,27.0,100.0,40.9,158.0,1,0,1.55,23.309053069719038
11046,26,152.0,51.0,6.0,93.0,39.3,29.0,1,0,1.52,22.07409972299169
11047,63,164.0,63.0,28.0,102.0,40.9,176.0,1,0,1.64,23.423557406305775
11048,73,186.0,88.0,20.0,106.0,40.4,165.0,0,1,1.86,25.4364666435426
11049,48,181.0,85.0,22.0,103.0,41.0,143.0,0,1,1.81,25.94548395958609
11050,21,187.0,84.0,5.0,81.0,39.2,9.0,0,1,1.87,24.021275987303035
11051,45,166.0,61.0,30.0,113.0,41.0,215.0,1,0,1.66,22.136739730004358
11052,34,186.0,92.0,27.0,106.0,41.1,174.0,0,1,1.86,26.59266967279454
11053,21,157.0,57.0,2.0,77.0,37.8,6.0,1,0,1.57,23.124670372023203
11054,34,156.0,56.0,12.0,89.0,40.1,54.0,1,0,1.56,23.011176857330703
11055,31,184.0,89.0,20.0,98.0,40.6,101.0,0,1,1.84,26.287807183364837
11056,68,200.0,102.0,12.0,89.0,39.8,69.0,0,1,2.0,25.5
11057,32,178.0,78.0,16.0,96.0,40.2,73.0,0,1,1.78,24.61810377477591
11058,26,172.0,66.0,15.0,90.0,39.9,64.0,1,0,1.72,22.30935640886966
11059,48,168.0,64.0,18.0,97.0,40.1,98.0,1,0,1.68,22.67573696145125
11060,25,179.0,76.0,11.0,90.0,40.3,36.0,0,1,1.79,23.719609250647608
11061,47,194.0,94.0,3.0,89.0,38.7,14.0,0,1,1.94,24.97608672547561
11062,23,174.0,75.0,28.0,110.0,40.7,172.0,0,1,1.74,24.772096710265558
11063,25,177.0,76.0,5.0,85.0,39.1,12.0,0,1,1.77,24.258674071946118
11064,43,181.0,83.0,25.0,102.0,40.4,152.0,0,1,1.81,25.33500198406642
11065,51,198.0,95.0,19.0,98.0,40.5,116.0,0,1,1.98,24.232221201918172
11066,27,172.0,71.0,29.0,109.0,40.6,177.0,0,1,1.72,23.99945916711736
11067,22,184.0,84.0,21.0,97.0,40.4,99.0,1,0,1.84,24.8109640831758
11068,33,169.0,71.0,24.0,104.0,40.9,140.0,1,0,1.69,24.859073561850078
11069,29,158.0,51.0,21.0,96.0,40.5,109.0,1,0,1.58,20.429418362441915
11070,23,179.0,84.0,26.0,107.0,40.6,153.0,0,1,1.79,26.216410224399986
11071,48,150.0,51.0,5.0,85.0,39.2,22.0,1,0,1.5,22.666666666666668
11072,32,168.0,62.0,28.0,106.0,40.8,173.0,1,0,1.68,21.9671201814059
11073,21,195.0,94.0,5.0,88.0,39.2,16.0,0,1,1.95,24.720578566732414
11074,35,172.0,72.0,10.0,99.0,39.8,50.0,0,1,1.72,24.337479718766904
11075,46,179.0,80.0,25.0,108.0,40.7,177.0,0,1,1.79,24.968009737523797
11076,68,166.0,64.0,18.0,94.0,40.6,99.0,1,0,1.66,23.225431847873423
11077,51,152.0,56.0,4.0,86.0,38.5,18.0,1,0,1.52,24.238227146814403
11078,46,167.0,70.0,22.0,106.0,40.5,139.0,1,0,1.67,25.099501595611173
11079,68,195.0,98.0,27.0,113.0,40.9,250.0,0,1,1.95,25.77251808021039
11080,20,153.0,56.0,18.0,95.0,40.4,88.0,1,0,1.53,23.92242299970097
11081,46,166.0,66.0,8.0,90.0,39.8,37.0,1,0,1.66,23.95122659311947
11082,45,152.0,54.0,12.0,88.0,39.9,55.0,1,0,1.52,23.372576177285318
11083,70,192.0,93.0,14.0,104.0,39.7,111.0,0,1,1.92,25.227864583333336
11084,53,187.0,89.0,10.0,98.0,39.7,61.0,0,1,1.87,25.45111384369012
11085,36,180.0,84.0,8.0,88.0,39.4,29.0,0,1,1.8,25.925925925925924
11086,39,156.0,53.0,3.0,77.0,38.6,10.0,1,0,1.56,21.7784352399737
11087,79,160.0,64.0,26.0,109.0,40.5,190.0,1,0,1.6,24.999999999999996
11088,26,200.0,100.0,5.0,79.0,38.6,11.0,0,1,2.0,25.0
11089,26,189.0,93.0,24.0,104.0,40.9,139.0,0,1,1.89,26.035105400184765
11090,27,160.0,60.0,12.0,92.0,39.9,55.0,1,0,1.6,23.437499999999996
11091,51,172.0,82.0,23.0,103.0,40.5,152.0,0,1,1.72,27.717685235262305
11092,40,155.0,61.0,4.0,87.0,39.0,17.0,1,0,1.55,25.390218522372525
11093,38,143.0,49.0,6.0,87.0,39.0,27.0,1,0,1.43,23.96205193407991
11094,35,190.0,93.0,5.0,89.0,39.3,20.0,0,1,1.9,25.761772853185597
11095,29,177.0,82.0,30.0,109.0,40.5,193.0,0,1,1.77,26.173832551310287
11096,25,179.0,69.0,27.0,112.0,40.7,178.0,1,0,1.79,21.534908398614277
11097,52,160.0,68.0,5.0,79.0,39.0,14.0,0,1,1.6,26.562499999999996
11098,27,154.0,53.0,11.0,88.0,40.1,47.0,1,0,1.54,22.34778208804183
11099,24,190.0,93.0,28.0,109.0,40.8,180.0,0,1,1.9,25.761772853185597
11100,72,197.0,98.0,19.0,91.0,40.3,117.0,0,1,1.97,25.25187456517818
11101,34,164.0,69.0,8.0,85.0,39.1,31.0,1,0,1.64,25.654372397382513
11102,67,150.0,51.0,26.0,108.0,40.6,186.0,1,0,1.5,22.666666666666668
11103,24,159.0,62.0,9.0,87.0,39.6,36.0,1,0,1.59,24.524346347059055
11104,40,191.0,91.0,29.0,108.0,41.0,203.0,0,1,1.91,24.94449165318933
11105,27,207.0,100.0,8.0,88.0,39.7,28.0,0,1,2.07,23.337767509160077
11106,73,162.0,65.0,8.0,91.0,39.8,42.0,1,0,1.62,24.76756591982929
11107,24,164.0,60.0,17.0,95.0,40.3,83.0,1,0,1.64,22.308149910767405
11108,29,166.0,62.0,13.0,93.0,40.2,61.0,1,0,1.66,22.49963710262738
11109,29,174.0,72.0,10.0,89.0,39.7,42.0,1,0,1.74,23.781212841854934
11110,20,166.0,73.0,6.0,94.0,39.1,21.0,0,1,1.66,26.491508201480624
11111,42,183.0,80.0,24.0,98.0,40.7,129.0,0,1,1.83,23.888440980620498
11112,49,202.0,102.0,20.0,103.0,40.4,139.0,0,1,2.02,24.997549259876482
11113,55,183.0,84.0,5.0,80.0,39.0,17.0,0,1,1.83,25.082863029651524
11114,57,173.0,70.0,18.0,104.0,40.7,113.0,1,0,1.73,23.38868655818771
11115,62,178.0,73.0,16.0,93.0,40.5,83.0,1,0,1.78,23.04002019946976
11116,51,181.0,82.0,28.0,118.0,40.7,248.0,0,1,1.81,25.029760996306585
11117,63,178.0,76.0,15.0,98.0,39.9,85.0,1,0,1.78,23.98687034465345
11118,24,196.0,97.0,4.0,83.0,39.3,10.0,0,1,1.96,25.249895876718035
11119,41,174.0,74.0,20.0,109.0,40.9,130.0,1,0,1.74,24.441802087462015
11120,26,144.0,46.0,24.0,108.0,40.8,156.0,1,0,1.44,22.183641975308642
11121,41,180.0,85.0,4.0,81.0,38.5,11.0,0,1,1.8,26.234567901234566
11122,54,197.0,99.0,18.0,112.0,40.6,152.0,0,1,1.97,25.509546754618775
11123,67,187.0,94.0,14.0,97.0,40.1,94.0,0,1,1.87,26.88095170007721
11124,31,151.0,49.0,5.0,84.0,38.8,20.0,1,0,1.51,21.490285513793253
11125,67,177.0,80.0,3.0,82.0,38.6,12.0,1,0,1.77,25.53544639152223
11126,45,185.0,87.0,24.0,107.0,40.8,168.0,0,1,1.85,25.420014609203797
11127,35,174.0,80.0,17.0,90.0,40.5,65.0,0,1,1.74,26.42356982428326
11128,54,175.0,75.0,12.0,101.0,39.9,70.0,1,0,1.75,24.489795918367346
11129,31,145.0,49.0,20.0,101.0,40.5,116.0,1,0,1.45,23.305588585017837
11130,21,166.0,69.0,27.0,101.0,40.8,123.0,0,1,1.66,25.039918710988534
11131,23,194.0,92.0,9.0,95.0,39.6,38.0,0,1,1.94,24.444680624933575
11132,32,189.0,86.0,14.0,86.0,40.0,45.0,0,1,1.89,24.075473810923548
11133,26,163.0,57.0,11.0,97.0,39.8,57.0,1,0,1.63,21.453573713726524
11134,37,168.0,67.0,2.0,88.0,38.2,9.0,1,0,1.68,23.738662131519277
11135,27,204.0,109.0,17.0,91.0,40.3,72.0,0,1,2.04,26.191849288735103
11136,71,190.0,90.0,25.0,109.0,40.9,216.0,0,1,1.9,24.930747922437675
11137,76,192.0,97.0,29.0,106.0,40.8,249.0,0,1,1.92,26.31293402777778
11138,44,184.0,86.0,24.0,106.0,40.6,145.0,1,0,1.84,25.401701323251416
11139,43,180.0,80.0,21.0,99.0,40.6,113.0,1,0,1.8,24.691358024691358
11140,42,181.0,78.0,7.0,77.0,39.7,15.0,0,1,1.81,23.808797045267237
11141,31,197.0,99.0,2.0,86.0,38.0,7.0,0,1,1.97,25.509546754618775
11142,71,197.0,92.0,15.0,91.0,40.0,89.0,0,1,1.97,23.70584142853462
11143,29,187.0,87.0,28.0,108.0,40.9,179.0,0,1,1.87,24.879178701135288
11144,21,182.0,81.0,24.0,112.0,40.6,156.0,0,1,1.82,24.453568409612362
11145,26,191.0,88.0,3.0,79.0,38.5,6.0,0,1,1.91,24.12214577451276
11146,77,163.0,65.0,14.0,89.0,40.5,71.0,1,0,1.63,24.46460160337235
11147,44,169.0,68.0,10.0,90.0,39.7,46.0,1,0,1.69,23.80869017191275
11148,46,168.0,64.0,22.0,97.0,40.8,119.0,1,0,1.68,22.67573696145125
11149,75,168.0,67.0,18.0,102.0,40.5,116.0,1,0,1.68,23.738662131519277
11150,42,176.0,79.0,11.0,99.0,40.1,60.0,0,1,1.76,25.50361570247934
11151,26,185.0,84.0,12.0,90.0,40.1,42.0,0,1,1.85,24.543462381300216
11152,30,178.0,74.0,14.0,90.0,40.4,60.0,1,0,1.78,23.355636914530994
11153,45,169.0,63.0,16.0,94.0,40.4,82.0,1,0,1.69,22.058051188683873
11154,29,159.0,60.0,20.0,106.0,40.5,123.0,1,0,1.59,23.73323840037973
11155,32,161.0,62.0,30.0,110.0,41.0,198.0,1,0,1.61,23.9188302920412
11156,53,151.0,55.0,28.0,102.0,40.9,174.0,1,0,1.51,24.121749046094468
11157,31,194.0,91.0,12.0,85.0,40.1,37.0,0,1,1.94,24.178977574662557
11158,34,162.0,62.0,5.0,87.0,39.4,21.0,1,0,1.62,23.624447492760247
11159,36,161.0,57.0,26.0,107.0,40.7,167.0,1,0,1.61,21.98989236526368
11160,30,146.0,47.0,15.0,96.0,39.8,79.0,1,0,1.46,22.04916494651905
11161,24,143.0,48.0,12.0,96.0,39.6,62.0,1,0,1.43,23.47303046603746
11162,28,158.0,55.0,9.0,90.0,40.1,40.0,1,0,1.58,22.031725684986377
11163,67,176.0,74.0,12.0,103.0,39.6,76.0,1,0,1.76,23.889462809917354
11164,77,176.0,78.0,29.0,112.0,40.8,264.0,0,1,1.76,25.180785123966942
11165,32,191.0,92.0,16.0,94.0,40.5,73.0,0,1,1.91,25.218606946081522
11166,69,172.0,69.0,17.0,93.0,40.8,91.0,1,0,1.72,23.323418063818284
11167,53,160.0,63.0,9.0,97.0,39.9,50.0,1,0,1.6,24.609374999999996
11168,39,190.0,96.0,30.0,109.0,40.6,217.0,0,1,1.9,26.59279778393352
11169,62,164.0,63.0,20.0,93.0,40.4,106.0,1,0,1.64,23.423557406305775
11170,48,179.0,82.0,28.0,114.0,40.7,197.0,1,0,1.79,25.592209980961893
11171,40,160.0,58.0,21.0,103.0,40.5,127.0,1,0,1.6,22.656249999999996
11172,20,156.0,54.0,1.0,84.0,37.7,4.0,1,0,1.56,22.189349112426033
11173,22,169.0,60.0,22.0,97.0,40.6,111.0,1,0,1.69,21.007667798746546
11174,37,187.0,86.0,23.0,100.0,40.5,128.0,0,1,1.87,24.59321112985787
11175,22,150.0,54.0,17.0,98.0,40.3,89.0,1,0,1.5,24.0
11176,38,195.0,93.0,26.0,108.0,40.7,181.0,0,1,1.95,24.45759368836292
11177,53,174.0,73.0,5.0,88.0,39.4,22.0,1,0,1.74,24.111507464658473
11178,22,156.0,51.0,10.0,90.0,39.9,44.0,1,0,1.56,20.956607495069033
11179,26,177.0,80.0,13.0,95.0,39.9,54.0,0,1,1.77,25.53544639152223
11180,70,172.0,77.0,6.0,86.0,39.5,29.0,0,1,1.72,26.027582477014604
11181,63,171.0,72.0,17.0,87.0,40.3,77.0,1,0,1.71,24.622960911049557
11182,40,169.0,63.0,9.0,90.0,39.7,41.0,1,0,1.69,22.058051188683873
11183,21,175.0,68.0,7.0,85.0,39.4,26.0,1,0,1.75,22.20408163265306
11184,51,175.0,75.0,25.0,105.0,40.8,155.0,1,0,1.75,24.489795918367346
11185,77,153.0,54.0,22.0,102.0,40.7,146.0,1,0,1.53,23.06805074971165
11186,54,186.0,84.0,28.0,110.0,40.9,219.0,0,1,1.86,24.280263614290668
11187,71,192.0,97.0,22.0,104.0,40.6,177.0,0,1,1.92,26.31293402777778
11188,31,173.0,79.0,4.0,85.0,38.6,11.0,0,1,1.73,26.395803401383272
11189,36,198.0,100.0,19.0,107.0,40.4,130.0,0,1,1.98,25.507601265177023
11190,40,153.0,52.0,9.0,80.0,39.8,33.0,1,0,1.53,22.21367849972233
11191,22,161.0,58.0,23.0,97.0,40.7,117.0,1,0,1.61,22.375679950619187
11192,31,149.0,52.0,23.0,108.0,40.6,150.0,1,0,1.49,23.422368361785505
11193,47,182.0,88.0,19.0,99.0,40.4,113.0,0,1,1.82,26.56683975365294
11194,24,186.0,86.0,22.0,99.0,40.7,105.0,0,1,1.86,24.858365128916635
11195,23,158.0,53.0,14.0,93.0,40.0,66.0,1,0,1.58,21.230572023714146
11196,26,162.0,59.0,11.0,82.0,39.9,39.0,1,0,1.62,22.481329065691202
11197,59,180.0,87.0,11.0,88.0,39.4,53.0,0,1,1.8,26.85185185185185
11198,60,187.0,92.0,25.0,112.0,40.8,215.0,0,1,1.87,26.309016557522373
11199,26,158.0,56.0,22.0,97.0,40.4,114.0,1,0,1.58,22.432302515622492
11200,35,196.0,93.0,11.0,104.0,40.0,68.0,0,1,1.96,24.20866305705956
11201,39,160.0,54.0,5.0,88.0,39.1,22.0,1,0,1.6,21.093749999999996
11202,26,172.0,67.0,22.0,120.0,40.9,165.0,1,0,1.72,22.647376960519203
11203,21,153.0,55.0,17.0,89.0,40.3,72.0,1,0,1.53,23.49523687470631
11204,31,182.0,82.0,9.0,97.0,39.7,43.0,0,1,1.82,24.755464315903875
11205,29,182.0,82.0,13.0,91.0,40.2,48.0,0,1,1.82,24.755464315903875
11206,23,155.0,59.0,29.0,101.0,40.9,160.0,1,0,1.55,24.55775234131113
11207,57,179.0,77.0,17.0,95.0,40.4,95.0,0,1,1.79,24.031709372366656
11208,28,162.0,66.0,4.0,83.0,38.9,14.0,1,0,1.62,25.14860539551897
11209,34,184.0,83.0,28.0,115.0,40.7,213.0,0,1,1.84,24.515595463137995
11210,29,182.0,79.0,29.0,100.0,40.7,145.0,0,1,1.82,23.849776597029344
11211,32,174.0,65.0,22.0,109.0,40.7,142.0,1,0,1.74,21.469150482230148
11212,48,167.0,68.0,18.0,98.0,40.3,99.0,1,0,1.67,24.38237297859371
11213,79,193.0,96.0,5.0,91.0,38.4,32.0,0,1,1.93,25.77250395983785
11214,28,189.0,84.0,6.0,81.0,39.1,13.0,0,1,1.89,23.515579071134628
11215,20,193.0,97.0,21.0,97.0,40.7,95.0,0,1,1.93,26.040967542752828
11216,20,168.0,59.0,2.0,85.0,37.9,8.0,1,0,1.68,20.904195011337873
11217,32,163.0,65.0,24.0,93.0,40.6,114.0,1,0,1.63,24.46460160337235
11218,68,181.0,73.0,3.0,89.0,38.9,15.0,1,0,1.81,22.282592106468055
11219,25,175.0,72.0,10.0,83.0,39.3,34.0,1,0,1.75,23.510204081632654
11220,46,168.0,68.0,19.0,102.0,40.7,112.0,1,0,1.68,24.092970521541954
11221,64,197.0,104.0,27.0,105.0,41.3,216.0,0,1,1.97,26.797907701821742
11222,20,177.0,79.0,4.0,81.0,38.9,7.0,0,1,1.77,25.2162533116282
11223,57,155.0,55.0,19.0,99.0,40.3,113.0,1,0,1.55,22.892819979188342
11224,78,161.0,56.0,25.0,106.0,40.6,177.0,1,0,1.61,21.60410477990818
11225,32,189.0,95.0,29.0,110.0,41.0,203.0,0,1,1.89,26.595000139973685
11226,33,169.0,70.0,24.0,98.0,40.7,125.0,1,0,1.69,24.508945765204302
11227,46,185.0,94.0,9.0,87.0,40.1,38.0,0,1,1.85,27.465303140978815
11228,20,175.0,74.0,27.0,108.0,41.2,153.0,0,1,1.75,24.163265306122447
11229,21,166.0,63.0,7.0,87.0,39.5,28.0,1,0,1.66,22.8625344752504
11230,47,162.0,57.0,24.0,106.0,40.6,156.0,1,0,1.62,21.719250114311837
11231,39,169.0,67.0,27.0,104.0,41.1,162.0,1,0,1.69,23.458562375266975
11232,79,163.0,66.0,2.0,90.0,38.3,10.0,1,0,1.63,24.840980089578082
11233,39,170.0,72.0,11.0,86.0,40.1,44.0,1,0,1.7,24.913494809688583
11234,74,191.0,94.0,9.0,90.0,40.1,54.0,0,1,1.91,25.766837531865903
11235,53,167.0,61.0,9.0,84.0,39.5,38.0,1,0,1.67,21.872422819032593
11236,69,183.0,84.0,29.0,112.0,40.7,257.0,0,1,1.83,25.082863029651524
11237,26,180.0,83.0,11.0,89.0,39.5,36.0,0,1,1.8,25.61728395061728
11238,22,176.0,75.0,26.0,106.0,40.6,143.0,0,1,1.76,24.212293388429753
11239,21,175.0,69.0,10.0,98.0,39.7,50.0,1,0,1.75,22.53061224489796
11240,32,185.0,89.0,26.0,101.0,40.3,144.0,0,1,1.85,26.004382761139514
11241,44,186.0,86.0,27.0,97.0,40.5,147.0,0,1,1.86,24.858365128916635
11242,20,155.0,51.0,11.0,98.0,39.7,58.0,1,0,1.55,21.227887617065555
11243,37,184.0,82.0,12.0,90.0,39.8,47.0,0,1,1.84,24.22022684310019
11244,47,160.0,61.0,11.0,89.0,40.0,51.0,1,0,1.6,23.828124999999996
11245,74,201.0,108.0,5.0,87.0,38.9,29.0,0,1,2.01,26.732011583871692
11246,76,188.0,90.0,30.0,109.0,40.9,266.0,0,1,1.88,25.46401086464464
11247,23,165.0,66.0,13.0,95.0,40.1,62.0,1,0,1.65,24.242424242424246
11248,23,171.0,63.0,24.0,104.0,40.8,139.0,1,0,1.71,21.545090797168363
11249,57,189.0,89.0,13.0,95.0,40.1,76.0,0,1,1.89,24.915315920606925
11250,35,165.0,61.0,7.0,92.0,39.6,33.0,1,0,1.65,22.4058769513315
11251,66,181.0,88.0,28.0,104.0,41.0,213.0,0,1,1.81,26.861206922865602
11252,63,181.0,85.0,16.0,96.0,40.9,99.0,0,1,1.81,25.94548395958609
11253,32,165.0,61.0,3.0,79.0,38.6,10.0,1,0,1.65,22.4058769513315
11254,37,167.0,62.0,3.0,78.0,38.8,10.0,1,0,1.67,22.230987127541326
11255,37,179.0,79.0,3.0,85.0,38.6,9.0,0,1,1.79,24.65590961580475
11256,22,202.0,105.0,30.0,113.0,41.0,216.0,0,1,2.02,25.732771296931674
11257,30,186.0,80.0,8.0,89.0,39.5,27.0,0,1,1.86,23.12406058503873
11258,37,180.0,77.0,24.0,104.0,40.5,143.0,0,1,1.8,23.76543209876543
11259,52,158.0,60.0,23.0,109.0,40.8,158.0,1,0,1.58,24.034609838166958
11260,33,170.0,65.0,30.0,105.0,41.0,181.0,1,0,1.7,22.49134948096886
11261,27,164.0,65.0,20.0,104.0,40.6,117.0,1,0,1.64,24.167162403331353
11262,64,192.0,93.0,14.0,93.0,40.1,83.0,0,1,1.92,25.227864583333336
11263,28,185.0,89.0,3.0,84.0,38.7,8.0,0,1,1.85,26.004382761139514
11264,36,177.0,73.0,30.0,109.0,40.9,192.0,1,0,1.77,23.301094832264035
11265,21,163.0,58.0,2.0,84.0,38.1,7.0,1,0,1.63,21.829952199932254
11266,72,170.0,67.0,4.0,80.0,38.5,16.0,1,0,1.7,23.18339100346021
11267,61,166.0,69.0,29.0,106.0,40.9,210.0,0,1,1.66,25.039918710988534
11268,79,188.0,93.0,21.0,107.0,40.5,184.0,0,1,1.88,26.312811226799457
11269,22,148.0,51.0,19.0,102.0,40.5,109.0,1,0,1.48,23.283418553688826
11270,65,190.0,91.0,27.0,114.0,40.5,246.0,0,1,1.9,25.207756232686982
11271,64,143.0,49.0,20.0,99.0,40.5,123.0,1,0,1.43,23.96205193407991
11272,54,194.0,94.0,27.0,108.0,40.6,171.0,1,0,1.94,24.97608672547561
11273,25,165.0,63.0,26.0,113.0,40.8,176.0,1,0,1.65,23.140495867768596
11274,38,162.0,60.0,17.0,102.0,40.3,100.0,1,0,1.62,22.86236854138088
11275,59,150.0,59.0,8.0,89.0,39.6,39.0,1,0,1.5,26.22222222222222
11276,55,198.0,99.0,7.0,83.0,39.7,29.0,0,1,1.98,25.252525252525253
11277,43,188.0,83.0,25.0,113.0,40.7,171.0,1,0,1.88,23.48347668628339
11278,33,190.0,92.0,15.0,98.0,40.3,78.0,0,1,1.9,25.48476454293629
11279,78,181.0,82.0,28.0,112.0,40.6,259.0,0,1,1.81,25.029760996306585
11280,22,177.0,80.0,12.0,97.0,40.1,51.0,0,1,1.77,25.53544639152223
11281,40,192.0,90.0,14.0,91.0,40.4,62.0,0,1,1.92,24.4140625
11282,49,169.0,78.0,10.0,96.0,39.7,54.0,0,1,1.69,27.309968138370508
11283,23,172.0,70.0,17.0,104.0,40.4,97.0,1,0,1.72,23.661438615467823
11284,23,183.0,74.0,4.0,88.0,38.8,16.0,1,0,1.83,22.096807907073963
11285,21,172.0,71.0,27.0,108.0,40.8,164.0,1,0,1.72,23.99945916711736
11286,20,164.0,70.0,19.0,99.0,40.6,80.0,0,1,1.64,26.026174895895306
11287,61,185.0,92.0,30.0,111.0,41.1,255.0,0,1,1.85,26.880934989043094
11288,72,181.0,88.0,27.0,111.0,40.9,241.0,0,1,1.81,26.861206922865602
11289,41,188.0,90.0,16.0,91.0,40.4,72.0,0,1,1.88,25.46401086464464
11290,28,175.0,66.0,30.0,107.0,41.5,184.0,1,0,1.75,21.551020408163264
11291,30,172.0,70.0,23.0,102.0,40.6,129.0,1,0,1.72,23.661438615467823
11292,33,183.0,87.0,4.0,95.0,39.4,19.0,0,1,1.83,25.97867956642479
11293,66,156.0,54.0,9.0,77.0,39.5,34.0,1,0,1.56,22.189349112426033
11294,55,162.0,64.0,26.0,107.0,40.8,173.0,1,0,1.62,24.38652644413961
11295,39,159.0,61.0,17.0,92.0,40.1,82.0,1,0,1.59,24.128792373719392
11296,44,200.0,106.0,12.0,90.0,39.9,58.0,0,1,2.0,26.5
11297,37,184.0,86.0,6.0,85.0,39.2,20.0,0,1,1.84,25.401701323251416
11298,79,176.0,82.0,30.0,109.0,40.8,265.0,0,1,1.76,26.47210743801653
